gid	AmmoniaEX	CyanateEX	GlutathioneEX	GlycineEX	GuanineEX	GuanosineEX	L_AlanineEX	L_ArginineEX	L_AspartateEX	L_CystineEX	L_GlutamateEX	L_GlutamineEX	L_LeucineEX	L_SerineEX	L_ValineEX	UreaEX
PMM0003	0.014246782044355602	0.012757937542011172	0.019857391833419683	0.014704468549198296	0.004287212165594086	0.022419758474627485	0.016849690023112453	0.01371564974101957	0.03207165773274098	0.016849690023074546	0.01407298674386908	0.017641292262442373	0.01504750342044803	0.017214381700593282	0.01084241227496598	0.014246782044353578
PMM0012	0.03802776903856488	0.03405371828848401	0.0530037104518283	0.0392494341587274	0.020328651566499767	0.1063076518327615	0.044975498226446496	0.0	0.08560625053080616	0.04497549822644777	0.03756387147014687	0.04708845728168232	0.04016506905894805	0.045948939866765764	0.028940763502162122	0.038027769038564946
PMM0021	0.001832142505721864	0.0016406764407067126	0.00255366941934687	0.001891001193754225	0.0009794155050542816	0.005121803685321677	0.002166877629164245	0.0017638386553408898	0.004124429445070783	0.0021668776291648597	0.001809792352797097	0.0022686780291304256	0.001935115630725676	0.002213777141051463	0.0013943390396260866	0.001832142505721867
PMM0022	0.001832142505721864	0.0016406764407067126	0.0025536694193468695	0.0018910011937542247	0.0009794155050542816	0.005121803685321678	0.002166877629164245	0.0017638386553408894	0.0041244294450696484	0.002166877629164306	0.0018097923527970968	0.0022686780291304256	0.0019351156307256757	0.002213777141051463	0.0013943390396260863	0.0018321425057218673
PMM0023	-8.93844155932887	-8.986676223463258	-9.013514310739014	-8.911678094832714	-9.158256037117901	7.756826031259341	-8.854114155138918	-8.992258916536697	-14.08850235191328	-8.85411415513856	-8.459259701003988	-9.022774620442105	-8.91250028300471	-8.857974912538552	-8.6386511230563	-8.93844155932881
PMM0027	0.5806797035143116	0.5199964010316561	0.8093606237881896	0.5993343908048105	0.31041619487353234	1.6233057396806005	0.6867707371698868	0.5590314641092206	1.307197698786602	0.6867707371699062	0.5735960404622721	0.7190353813694434	0.613316031480294	0.7016350801850093	0.4419221635871048	0.5806797035143125
PMM0037	0.006202680349125841	0.00555447596803374	0.008645394709243033	0.006401945213345084	-0.44050938964852104	-2.303621500454194	0.00733591914788411	0.005971439084210793	0.013963170108435022	0.007335919147884376	0.006127014371226942	0.007680562284774615	0.006551293722241993	0.007494696469985394	0.004720505819878777	0.0062026803491262985
PMM0045	0.004484137081483205	0.0040155272002655625	0.006250061718114708	0.004628192702019867	0.0023971025019492802	0.012535525898068348	0.005303395504239705	0.34273086463518493	0.010094469702459724	0.0053033955042398545	0.004429435468920986	0.005552550221720765	0.004736162023202392	0.005418181248088859	0.003412620673457692	0.004484137081483212
PMM0046	0.04909190500526372	0.043961608728581854	0.06842507946729277	0.05066901219675953	0.02624324952051866	0.0	0.058061068064708204	0.04726171651068731	0.11051329134384025	0.058061068064720806	0.04849303696917529	0.060788790143656714	0.051851050025367135	0.05931773143841964	0.03736104558716347	0.0490919050052638
PMM0050	0.06420822994004624	0.057498218524550476	0.08949445403739777	0.03924943415872742	0.02032865156649965	0.0	0.07593916773984909	0.025204430773510936	0.1445424214292704	0.07593916773985124	0.037563871470146885	0.04708845728168228	0.06781696783420084	0.045948939866765716	0.04886521730219939	0.06420822994004634
PMM0060	0.5806797035143116	0.5199964010316561	0.8093606237881896	0.5993343908048105	0.31041619487353234	1.6233057396806005	0.6867707371698868	0.5590314641092206	1.307197698786602	0.6867707371699062	0.5735960404622721	0.7190353813694434	0.613316031480294	0.7016350801850093	0.4419221635871048	0.5806797035143125
PMM0081	0.07490530661239808	0.06707740880366374	0.03419033077266089	0.07731168497003046	0.04004241945040323	0.20939980064835226	0.08859061601223187	0.07211277227644128	0.16862315634253677	0.029011688953832982	0.07399154305283019	0.09275262314263631	0.07911525942838184	0.0905080554618994	0.05700615151858944	0.0749053066123982
PMM0100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1127954298320075	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PMM0123	0.007443580591533234	0.006665697276762093	0.010374981240639326	0.051520363901556974	0.003979143664698924	0.020808729881348787	0.008803533684908185	0.007166077496967728	0.016756623937597366	0.008803533684908429	0.007352776975543193	0.009217125683910482	0.00786193710710673	0.0603144007950021	0.005664884134811634	0.007443580591533245
PMM0130	-0.0009796041906970478	-0.0008772317174427268	-0.001365387930815712	-0.0010110745688337711	-0.0005236708008184225	-0.002738509880317343	-0.0011585793133600383	-0.0009430837028720113	-0.0022052369594649213	-0.001158579313360071	-0.0009676540812489864	-0.0012130096309308951	-0.001034661537201413	-0.0011836553968212775	-0.0007455208108563838	-0.0009796041906970493
PMM0136	0.5806589155130768	0.5199777854579392	0.8093316491408151	0.5993129349764412	0.31040508215131507	1.623247626263657	0.6867461511703314	0.5590114511025736	1.3071509018567078	0.686746151170351	0.5735755060521225	0.7190096403140814	0.613294075117186	0.7016099620504765	0.44190634302642945	0.5806589155130777
PMM0137	0.5806589155130768	0.5199777854579392	0.8093316491408151	0.5993129349764412	0.31040508215131507	1.623247626263657	0.6867461511703314	0.5590114511025736	1.3071509018567078	0.686746151170351	0.5735755060521225	0.7190096403140814	0.613294075117186	0.7016099620504765	0.44190634302642945	0.5806589155130777
PMM0153	0.042927696661833235	0.03844158429102346	0.05983330765263301	0.044306774925601346	0.022948024826431847	0.12000553138104342	0.050770649814396156	0.041327315162668965	0.09663672752973133	0.05077064981439759	0.9903099300885699	0.053155866398888696	0.045340390576569425	0.0518695206792961	0.03266981861393873	0.042927696661833305
PMM0164	0.0034654859471354815	0.003103329097659459	0.004830249535032439	0.003576816782813361	0.0018525582254503273	0.009687859235859863	0.004098635313344407	0.0033362896466887265	0.007801332176510556	0.004098635313344523	0.0034232107744154466	0.0042911901252074575	0.0036602589609806757	0.004187345443077809	0.0026373834635001567	0.003465485947135487
PMM0166	0.0749053066123981	0.06707740880366374	0.0341903307726609	0.07731168497003048	0.04004241945040323	0.20939980064835229	0.08859061601223187	0.07211277227644128	0.16862315634253675	0.029011688953832982	0.07399154305283019	0.09275262314263631	0.07911525942838185	0.09050805546189938	0.05700615151858944	0.0749053066123982
PMM0167	0.01409829586534539	0.012624968750057605	0.019650429431013847	0.014551212161724395	0.0042078353346135895	0.02200466136482368	0.016674075201376443	0.013572699254633202	0.031737392921470584	0.016674075201338533	0.013926311935315985	0.017457427016754366	0.014890671773863759	0.017034965903062093	0.010729407923179888	0.014098295865343365
PMM0168	0.0029477496809269506	0.002639698298300259	0.004108620477153758	0.003042447925373177	0.0015757899472896954	0.008240513569237303	0.0034863078718104464	0.002837855034338163	0.006635829659942094	0.0034863078718105445	0.002911790329540857	0.003650095402300774	0.0031134240187178554	0.003561764895906238	0.0022433639557652117	0.002947749680926956
PMM0170	-0.04991675781383413	-0.04470026118920967	0.7861894910774384	0.0	-0.026684194276496112	-0.07980390489231096	-0.059036622691415755	-0.04805581809622406	-0.13547286494624697	0.9174003505574388	-0.01944305568601035	-0.035348751492927794	-0.05272226258548602	0.0	-0.03798879395790598	-0.04991675781383422
PMM0186	-0.01650031721151147	-0.01477596946120089	-0.022998405059085687	-0.017030399898941236	-0.008820638386368863	-0.04612708085695477	-0.019514949371064783	-0.01588517117645474	0.0	-0.019514949371065335	-0.016299031224295563	-0.020431766095994657	-0.017427695524888938	-0.019937327445252447	-0.012557449206255882	-0.016500317211511496
PMM0195	8.938441559328872	8.986676223463258	9.013514310739014	8.95184670870473	9.158256037117901	-7.756826031259341	8.854114155138918	8.992258916536697	14.08850235191328	8.85411415513856	8.783107391528576	9.022774620442105	8.91250028300471	8.875351197433087	9.048734227339914	8.93844155932881
PMM0199	0.008946220754706434	0.008011305659777368	0.012469385044379434	0.009233623516677962	0.004782415828153955	0.025009400899797012	0.010580708410179277	0.008612697940844367	0.02013929385273729	0.01058070841018096	0.008837086557261661	0.011077792478787792	0.009449031155758247	0.010809715370784522	0.0068084577572122525	0.008946220754706448
PMM0211	-0.07771940851996144	-0.06959742604417195	-0.03811267085364641	-0.08021619160634785	-0.04154676479060615	-0.2172666982701341	-0.09191885846643164	-0.07482196204149894	-0.17495812468300867	-0.03233993140803285	-0.07677131596699728	-0.0962372271783402	-0.08208752417895332	-0.09390833380056417	-0.0591478037857835	-0.07771940851996158
PMM0233	0.008946220754706434	0.008011305659777368	0.012469385044379434	0.009233623516677964	0.004782415828153955	0.025009400899797012	0.010580708410179279	0.008612697940844367	0.02013929385273729	0.010580708410183706	0.008837086557261661	0.011077792478787792	0.009449031155758245	0.010809715370784522	0.006808457757212253	0.008946220754706448
